name,pos,team,salary,proj_points,lineup_k
Amon-Ra St. Brown,WR,DET,7100,19.66,18
Malik Nabers,WR,NYG,7000,18.84,18
Jonathan Taylor,RB,IND,6800,19.26,18
Baker Mayfield,QB,TB,6600,23.25,18
Mike Evans,WR,TB,6600,17.91,18
George Kittle,TE,SF,5800,16.57,18
Michael Carter,RB,ARI,4100,11.93,18
Tay Martin,WR,WAS,3000,11.9,18
Seahawks,DST,SEA,2500,7.94,18
