name,pos,team,salary,proj_points,lineup_k
D Lock,QB,SEA,4300,17.815599873860677,40
C McCaffrey,RB,SF,7300,17.87746631761392,40
R Stevenson,RB,NE,5400,17.545000076492627,40
D Metcalf,WR,PIT,5900,19.976072029855512,40
D Brown,WR,WAS,3100,19.274780794647008,40
W Robinson,WR,NYG,4500,17.28646673250198,40
J Downs,WR,IND,4600,19.76573314809799,40
A Barner,TE,SEA,2800,13.226879587583124,40
Detroit Lions,DST,DET,2700,9.403529795165156,40
