name,pos,team,salary,proj_points,lineup_k
Ja'Marr Chase,WR,CIN,8100,16.956411096612612,12
Jahmyr Gibbs,RB,DET,7700,18.09533294359843,12
Josh Jacobs,RB,GB,6700,17.908333092927933,12
Bo Nix,QB,DEN,6300,16.25459972302119,12
Courtland Sutton,WR,DEN,6000,20.475600121816,12
Tetairoa McMillan,WR,CAR,5200,20.35918877895673,12
Michael Carter,RB,ARI,4100,20.587333405812583,12
Packers,DST,GB,2900,10.0,12
Drew Ogletree,TE,IND,2500,18.37764743853372,12
