name,pos,team,salary,proj_points,lineup_k
Amon-Ra St. Brown,WR,DET,7100,19.66,10
Joe Burrow,QB,CIN,6900,23.99,10
Tee Higgins,WR,CIN,6400,19.09,10
Alvin Kamara,RB,NO,6300,19.59,10
Joe Mixon,RB,HOU,6200,18.78,10
James Conner,RB,ARI,6100,17.05,10
Broncos,DST,DEN,3800,10.11,10
Taysom Hill,TE,NO,3700,13.42,10
Tay Martin,WR,WAS,3000,11.9,10
