name,pos,team,salary,proj_points,lineup_k
K Murray,QB,ARI,6400,21.774866550564766,31
C McCaffrey,RB,SF,7300,17.87746631761392,31
J Conner,RB,ARI,6100,18.261333196957903,31
J Waddle,WR,MIA,5700,20.539883596923616,31
M Wilson,WR,ARI,4200,13.85409616371942,31
J Downs,WR,IND,4600,19.76573314809799,31
M Nabers,WR,NYG,7000,20.43223380708695,31
T Hill,TE,NO,3700,14.33166687409083,31
Cincinnati Bengals,DST,CIN,3600,9.138337656221433,31
