name,pos,team,salary,proj_points,lineup_k
K Murray,QB,ARI,6400,21.774866550564766,47
C Hubbard,RB,CAR,6000,14.678000109990435,47
B Robinson,RB,ATL,8000,15.666333355903625,47
D Pettis,WR,NO,3000,16.050221859561077,47
D Brown,WR,WAS,3100,19.274780794647008,47
W Robinson,WR,NYG,4500,17.28646673250198,47
M Wilson,WR,ARI,4200,13.85409616371942,47
S LaPorta,TE,DET,5000,12.430777628289327,47
Cincinnati Bengals,DST,CIN,3600,9.138337656221433,47
