name,pos,team,salary,proj_points,lineup_k
D Maye,QB,NE,5500,16.488733415553966,25
J Jacobs,RB,GB,6700,19.079266536712645,25
R Stevenson,RB,NE,5400,17.545000076492627,25
S Diggs,WR,NE,5300,21.978533638424345,25
J Waddle,WR,MIA,5700,20.539883596923616,25
A St. Brown,WR,DET,7100,20.853033114194872,25
M Nabers,WR,NYG,7000,20.43223380708695,25
T Hill,TE,NO,3700,14.33166687409083,25
Cincinnati Bengals,DST,CIN,3600,9.138337656221433,25
