name,pos,team,salary,proj_points,lineup_k
Bijan Robinson,RB,ATL,8000,22.473333582083384,7
Puka Nacua,WR,LAR,7600,23.108332748413087,7
Malik Nabers,WR,NYG,7000,22.44897802130381,7
Kyler Murray,QB,ARI,6400,16.617599902550378,7
Marvin Harrison Jr.,WR,ARI,5500,19.275533352163105,7
Tyler Allgeier,RB,ATL,5000,24.8253324397405,7
Jordan Waters,RB,LAR,4000,27.85000016818444,7
Cardinals,DST,ARI,3500,10.0,7
Drew Ogletree,TE,IND,2500,18.37764743853372,7
