name,pos,team,salary,proj_points,lineup_k
Amon-Ra St. Brown,WR,DET,7100,19.66,13
Malik Nabers,WR,NYG,7000,18.84,13
Joe Burrow,QB,CIN,6900,23.99,13
Kyren Williams,RB,LAR,6500,17.71,13
Tee Higgins,WR,CIN,6400,19.09,13
Kenneth Walker III,RB,SEA,5900,16.74,13
Jonnu Smith,TE,PIT,4200,13.49,13
Tay Martin,WR,WAS,3000,11.9,13
Seahawks,DST,SEA,2500,7.94,13
