name,pos,team,salary,proj_points,lineup_k
Bijan Robinson,RB,ATL,8000,22.473333582083384,5
Puka Nacua,WR,LAR,7600,23.108332748413087,5
Malik Nabers,WR,NYG,7000,22.44897802130381,5
Courtland Sutton,WR,DEN,6000,20.475600121816,5
Matthew Stafford,QB,LAR,5900,14.55233338157336,5
Tyler Allgeier,RB,ATL,5000,24.8253324397405,5
Jordan Waters,RB,LAR,4000,27.85000016818444,5
Broncos,DST,DEN,3800,10.0,5
Eric Saubert,TE,SEA,2500,20.363760948750706,5
