name,pos,team,salary,proj_points,lineup_k
Bijan Robinson,RB,ATL,8000,20.98,16
Baker Mayfield,QB,TB,6600,23.25,16
Mike Evans,WR,TB,6600,17.91,16
Joe Mixon,RB,HOU,6200,18.78,16
Chuba Hubbard,RB,CAR,6000,17.11,16
Jakobi Meyers,WR,LV,5100,15.13,16
Jonnu Smith,TE,PIT,4200,13.49,16
Broncos,DST,DEN,3800,10.11,16
Tay Martin,WR,WAS,3000,11.9,16
