name,pos,team,salary,proj_points,lineup_k
D Lock,QB,SEA,4300,17.815599873860677,34
C McCaffrey,RB,SF,7300,17.87746631761392,34
R Stevenson,RB,NE,5400,17.545000076492627,34
D Metcalf,WR,PIT,5900,19.976072029855512,34
J Waddle,WR,MIA,5700,20.539883596923616,34
A St. Brown,WR,DET,7100,20.853033114194872,34
J Downs,WR,IND,4600,19.76573314809799,34
A Barner,TE,SEA,2800,13.226879587583124,34
Detroit Lions,DST,DET,2700,9.403529795165156,34
