name,pos,team,salary,proj_points,lineup_k
S Darnold,QB,SEA,5300,17.32786671936512,27
J Jacobs,RB,GB,6700,19.079266536712645,27
R Stevenson,RB,NE,5400,17.545000076492627,27
S Diggs,WR,NE,5300,21.978533638424345,27
J Jefferson,WR,TEN,3400,21.59230000400543,27
J Waddle,WR,MIA,5700,20.539883596923616,27
A St. Brown,WR,DET,7100,20.853033114194872,27
A Barner,TE,SEA,2800,13.226879587583124,27
Tampa Bay Buccaneers,DST,TB,3000,9.517069336620532,27
