name,pos,team,salary,proj_points,lineup_k
Bijan Robinson,RB,ATL,8000,22.473333582083384,6
Jahmyr Gibbs,RB,DET,7700,18.09533294359843,6
Puka Nacua,WR,LAR,7600,23.108332748413087,6
Malik Nabers,WR,NYG,7000,22.44897802130381,6
Jaylen Waddle,WR,MIA,5700,12.798041490376942,6
Zach Wilson,QB,MIA,4300,28.5396661396573,6
Jordan Waters,RB,LAR,4000,27.85000016818444,6
49ers,DST,SF,2900,10.0,6
Eric Saubert,TE,SEA,2500,20.363760948750706,6
