name,pos,team,salary,proj_points,lineup_k
Jahmyr Gibbs,RB,DET,7700,23.19,9
Joe Burrow,QB,CIN,6900,23.99,9
Jonathan Taylor,RB,IND,6800,19.26,9
Tee Higgins,WR,CIN,6400,19.09,9
Joe Mixon,RB,HOU,6200,18.78,9
Adam Thielen,WR,CAR,4700,14.55,9
Josh Downs,WR,IND,4600,13.32,9
Taysom Hill,TE,NO,3700,13.42,9
Texans,DST,HOU,2500,8.95,9
