name,pos,team,salary,proj_points,lineup_k
S Darnold,QB,SEA,5300,17.32786671936512,37
C McCaffrey,RB,SF,7300,17.87746631761392,37
R Stevenson,RB,NE,5400,17.545000076492627,37
D Metcalf,WR,PIT,5900,19.976072029855512,37
D Brown,WR,WAS,3100,19.274780794647008,37
A St. Brown,WR,DET,7100,20.853033114194872,37
J Downs,WR,IND,4600,19.76573314809799,37
A Barner,TE,SEA,2800,13.226879587583124,37
Detroit Lions,DST,DET,2700,9.403529795165156,37
