name,pos,team,salary,proj_points,lineup_k
B Nix,QB,DEN,6300,22.57280022521814,28
C McCaffrey,RB,SF,7300,17.87746631761392,28
J Jacobs,RB,GB,6700,19.079266536712645,28
D Metcalf,WR,PIT,5900,19.976072029855512,28
J Jefferson,WR,TEN,3400,21.59230000400543,28
J Waddle,WR,MIA,5700,20.539883596923616,28
M Nabers,WR,NYG,7000,20.43223380708695,28
E Engram,TE,DEN,4500,7.655083433190981,28
Tampa Bay Buccaneers,DST,TB,3000,9.517069336620532,28
