name,pos,team,salary,proj_points,lineup_k
K Murray,QB,ARI,6400,21.774866550564766,46
A Gibson,RB,NE,4500,15.713667078018188,46
B Robinson,RB,ATL,8000,15.666333355903625,46
D Brown,WR,WAS,3100,19.274780794647008,46
W Robinson,WR,NYG,4500,17.28646673250198,46
M Wilson,WR,ARI,4200,13.85409616371942,46
P Washington,WR,JAX,3800,16.887666238149006,46
P Freiermuth,TE,PIT,3200,13.063999966780344,46
Cincinnati Bengals,DST,CIN,3600,9.138337656221433,46
