name,pos,team,salary,proj_points,lineup_k
K Murray,QB,ARI,6400,21.774866550564766,39
R Stevenson,RB,NE,5400,17.545000076492627,39
T Spears,RB,TEN,4700,16.98433306694031,39
D Metcalf,WR,PIT,5900,19.976072029855512,39
D Brown,WR,WAS,3100,19.274780794647008,39
M Wilson,WR,ARI,4200,13.85409616371942,39
J Downs,WR,IND,4600,19.76573314809799,39
P Freiermuth,TE,PIT,3200,13.063999966780344,39
Detroit Lions,DST,DET,2700,9.403529795165156,39
