name,pos,team,salary,proj_points,lineup_k
K Murray,QB,ARI,6400,21.774866550564766,48
A Gibson,RB,NE,4500,15.713667078018188,48
B Robinson,RB,ATL,8000,15.666333355903625,48
D Pettis,WR,NO,3000,16.050221859561077,48
W Robinson,WR,NYG,4500,17.28646673250198,48
M Wilson,WR,ARI,4200,13.85409616371942,48
P Washington,WR,JAX,3800,16.887666238149006,48
G Dulcich,TE,NYG,2500,12.99499951004982,48
New York Jets,DST,NYJ,2800,8.790878532379452,48
