name,pos,team,salary,proj_points,lineup_k
Ja'Marr Chase,WR,CIN,8100,24.59,8
Jahmyr Gibbs,RB,DET,7700,23.19,8
Jonathan Taylor,RB,IND,6800,19.26,8
Alvin Kamara,RB,NO,6300,19.59,8
Chris Godwin,WR,TB,5600,20.54,8
Adam Thielen,WR,CAR,4700,14.55,8
Jimmy Garoppolo,QB,LAR,4400,23.86,8
Tyler Higbee,TE,LAR,3400,11.16,8
Seahawks,DST,SEA,2500,7.94,8
