name,pos,team,salary,proj_points,lineup_k
K Murray,QB,ARI,6400,21.774866550564766,38
C McCaffrey,RB,SF,7300,17.87746631761392,38
R Stevenson,RB,NE,5400,17.545000076492627,38
D Metcalf,WR,PIT,5900,19.976072029855512,38
D Brown,WR,WAS,3100,19.274780794647008,38
M Wilson,WR,ARI,4200,13.85409616371942,38
J Downs,WR,IND,4600,19.76573314809799,38
A Barner,TE,SEA,2800,13.226879587583124,38
New Orleans Saints,DST,NO,2400,8.940603194730198,38
