name,pos,team,salary,proj_points,lineup_k
D Lock,QB,SEA,4300,17.815599873860677,32
C McCaffrey,RB,SF,7300,17.87746631761392,32
J Conner,RB,ARI,6100,18.261333196957903,32
D Metcalf,WR,PIT,5900,19.976072029855512,32
J Waddle,WR,MIA,5700,20.539883596923616,32
A St. Brown,WR,DET,7100,20.853033114194872,32
M Nabers,WR,NYG,7000,20.43223380708695,32
A Barner,TE,SEA,2800,13.226879587583124,32
Cincinnati Bengals,DST,CIN,3600,9.138337656221433,32
