name,pos,team,salary,proj_points,lineup_k
S Darnold,QB,SEA,5300,17.32786671936512,35
C McCaffrey,RB,SF,7300,17.87746631761392,35
T Spears,RB,TEN,4700,16.98433306694031,35
D Metcalf,WR,PIT,5900,19.976072029855512,35
J Waddle,WR,MIA,5700,20.539883596923616,35
A St. Brown,WR,DET,7100,20.853033114194872,35
M Nabers,WR,NYG,7000,20.43223380708695,35
A Barner,TE,SEA,2800,13.226879587583124,35
Detroit Lions,DST,DET,2700,9.403529795165156,35
