name,pos,team,salary,proj_points,lineup_k
Ja'Marr Chase,WR,CIN,8100,24.59,3
Jahmyr Gibbs,RB,DET,7700,23.19,3
Puka Nacua,WR,LAR,7600,19.03,3
De'Von Achane,RB,MIA,6900,17.99,3
Chris Godwin,WR,TB,5600,20.54,3
Jimmy Garoppolo,QB,LAR,4400,23.86,3
Taysom Hill,TE,NO,3700,13.42,3
Tay Martin,WR,WAS,3000,11.9,3
Texans,DST,HOU,2500,8.95,3
