name,pos,team,salary,proj_points,lineup_k
Ja'Marr Chase,WR,CIN,8100,16.956411096612612,15
Jahmyr Gibbs,RB,DET,7700,18.09533294359843,15
Nico Collins,WR,HOU,7400,15.74599995772044,15
Bryce Young,QB,CAR,5700,18.340800069173177,15
Kaleb Johnson,RB,PIT,5300,20.93733353972435,15
Tetairoa McMillan,WR,CAR,5200,20.35918877895673,15
Michael Carter,RB,ARI,4100,20.587333405812583,15
Cardinals,DST,ARI,3500,10.0,15
Drew Ogletree,TE,IND,2500,18.37764743853372,15
