name,pos,team,salary,proj_points,lineup_k
Ja'Marr Chase,WR,CIN,8100,24.59,4
Jahmyr Gibbs,RB,DET,7700,23.19,4
Jonathan Taylor,RB,IND,6800,19.26,4
Davante Adams,WR,LAR,6100,17.88,4
Chris Godwin,WR,TB,5600,20.54,4
Josh Downs,WR,IND,4600,13.32,4
Jimmy Garoppolo,QB,LAR,4400,23.86,4
Taysom Hill,TE,NO,3700,13.42,4
Texans,DST,HOU,2500,8.95,4
