name,pos,team,salary,proj_points,lineup_k
K Murray,QB,ARI,6400,21.774866550564766,45
A Gibson,RB,NE,4500,15.713667078018188,45
T Spears,RB,TEN,4700,16.98433306694031,45
D Brown,WR,WAS,3100,19.274780794647008,45
M Wilson,WR,ARI,4200,13.85409616371942,45
P Washington,WR,JAX,3800,16.887666238149006,45
X Legette,WR,CAR,4200,15.89793289106422,45
G Dulcich,TE,NYG,2500,12.99499951004982,45
Cincinnati Bengals,DST,CIN,3600,9.138337656221433,45
