name,pos,team,salary,proj_points,lineup_k
K Murray,QB,ARI,6400,21.774866550564766,43
A Gibson,RB,NE,4500,15.713667078018188,43
T Spears,RB,TEN,4700,16.98433306694031,43
D Brown,WR,WAS,3100,19.274780794647008,43
M Wilson,WR,ARI,4200,13.85409616371942,43
P Washington,WR,JAX,3800,16.887666238149006,43
J Downs,WR,IND,4600,19.76573314809799,43
P Freiermuth,TE,PIT,3200,13.063999966780344,43
Cincinnati Bengals,DST,CIN,3600,9.138337656221433,43
