name,pos,team,salary,proj_points,lineup_k
M Stafford,QB,LAR,5900,19.59933344205221,23
J Jacobs,RB,GB,6700,19.079266536712645,23
J Gibbs,RB,DET,7700,20.51999999364217,23
D Adams,WR,LAR,6100,22.962999471823377,23
S Diggs,WR,NE,5300,21.978533638424345,23
J Jefferson,WR,TEN,3400,21.59230000400543,23
J Waddle,WR,MIA,5700,20.539883596923616,23
A Barner,TE,SEA,2800,13.226879587583124,23
Arizona Cardinals,DST,ARI,3500,8.756628463398805,23
