dk_name,suggested_nfl_name,similarity,dk_id,action
Rico Dowdle,R.Dowdle,0.7777777777777778,39505845,review_manually
Cameron Ward,C.Heyward,0.6,39505710,review_manually
Calvin Ridley,C.Ridley,0.7,39506141,review_manually
Braelon Allen,B.Allen,0.631578947368421,39505853,review_manually
Jaylen Wright,J.Wright,0.7,39505857,review_manually
Jaylen Wright,B.Wright,0.6,39505857,review_manually
Michael Pittman Jr.,M.Pittman,0.6956521739130435,39506149,review_manually
Kenny Pickett,K.Pickett,0.7619047619047619,39505712,review_manually
Shedeur Sanders,M.Sanders,0.6086956521739131,39505714,review_manually
Shedeur Sanders,J.Sanders,0.6086956521739131,39505714,review_manually
Jauan Jennings,J.Jennings,0.782608695652174,39506147,review_manually
Jauan Jennings,T.Jennings,0.6956521739130435,39506147,review_manually
Matthew Golden,A.Thielen,0.6363636363636364,39506151,review_manually
Matthew Golden,J.Matthews,0.6086956521739131,39506151,review_manually
Spencer Rattler,S.Rattler,0.6956521739130435,39505715,review_manually
Jake Haener,J.Haener,0.7777777777777778,39505717,review_manually
Austin Ekeler,A.Ekeler,0.7,39505859,review_manually
Austin Ekeler,K.Austin,0.6,39505859,review_manually
Austin Ekeler,C.Austin,0.6,39505859,review_manually
Jaleel McLaughlin,J.McLaughlin,0.7857142857142857,39505861,review_manually
Brandon Aiyuk,B.Aiyuk,0.631578947368421,39506155,review_manually
Jayden Higgins,E.Higgins,0.7272727272727273,39506153,review_manually
Jayden Higgins,T.Higgins,0.6363636363636364,39506153,review_manually
Andy Dalton,A.Dalton,0.7777777777777778,39505718,review_manually
David Njoku,D.Njoku,0.7058823529411765,39506685,review_manually
David Njoku,Z.Davidson,0.6,39506685,review_manually
Tyjae Spears,T.Spears,0.7368421052631579,39505865,review_manually
MarShawn Lloyd,T.Marshall,0.6956521739130435,39505869,review_manually
MarShawn Lloyd,M.Lloyd,0.6,39505869,review_manually
Dameon Pierce,D.Pierce,0.7,39505867,review_manually
Dameon Pierce,A.Pierce,0.7,39505867,review_manually
Josh Downs,J.Downs,0.75,39506161,review_manually
Josh Downs,J.Owens,0.625,39506161,review_manually
Trey Benson,T.Benson,0.7777777777777778,39505873,review_manually
Trey Benson,R.Stevenson,0.6666666666666666,39505873,review_manually
Trey Benson,A.Robinson,0.6,39505873,review_manually
Rashid Shaheed,R.Shaheed,0.7272727272727273,39506163,review_manually
Tank Bigsby,T.Bigsby,0.7777777777777778,39505871,review_manually
Zack Moss,Z.Moss,0.7142857142857143,39505877,review_manually
Malik Willis,M.Willis,0.7368421052631579,39505719,review_manually
Malik Willis,M.Williams,0.6666666666666666,39505719,review_manually
Malik Willis,K.Williams,0.6666666666666666,39505719,review_manually
Joshua Dobbs,J.Dobbs,0.6666666666666666,39505726,review_manually
Joshua Dobbs,J.Dobbins,0.6,39505726,review_manually
Antonio Gibson,A.Gibson,0.6666666666666666,39505879,review_manually
Jameis Winston,J.Winston,0.7272727272727273,39505721,review_manually
Marcus Mariota,M.Mariota,0.7272727272727273,39505724,review_manually
Wan'Dale Robinson,A.Robinson,0.72,39506167,review_manually
Wan'Dale Robinson,D.Robinson,0.72,39506167,review_manually
Wan'Dale Robinson,W.Robinson,0.72,39506167,review_manually
Trevor Etienne,T.Etienne,0.7272727272727273,39505885,review_manually
Marvin Mims Jr.,M.Mims,0.625,39506169,review_manually
Evan Engram,E.Engram,0.7777777777777778,39506687,review_manually
Ricky Pearsall,R.Pearsall,0.782608695652174,39506171,review_manually
Hendon Hooker,H.Hooker,0.7,39505722,review_manually
Hendon Hooker,D.Holker,0.6,39505722,review_manually
Davis Mills,D.Mills,0.7058823529411765,39505723,review_manually
Blake Corum,B.Corum,0.7058823529411765,39505881,review_manually
Tyrod Taylor,T.Taylor,0.7368421052631579,39505728,review_manually
Tyrod Taylor,P.Taylor,0.631578947368421,39505728,review_manually
Tyrod Taylor,J.Taylor,0.631578947368421,39505728,review_manually
Calvin Austin III,C.Austin,0.7,39506177,review_manually
Calvin Austin III,K.Austin,0.6,39506177,review_manually
Alexander Mattison,A.Mattison,0.6666666666666666,39505887,review_manually
Alec Pierce,A.Pierce,0.7777777777777778,39506175,review_manually
Alec Pierce,D.Pierce,0.6666666666666666,39506175,review_manually
Alec Pierce,T.Allgeier,0.6,39506175,review_manually
Tyler Warren,J.Warren,0.631578947368421,39506689,review_manually
Jacoby Brissett,J.Brissett,0.75,39505727,review_manually
Pierre Strong Jr.,P.Strong,0.7,39505889,review_manually
Pierre Strong Jr.,J.Pierre,0.6,39505889,review_manually
Cedric Tillman,C.Tillman,0.7272727272727273,39506173,review_manually
Kenny McIntosh,K.McIntosh,0.782608695652174,39505891,review_manually
Kyle Pitts Sr.,K.Pitts,0.75,39506691,review_manually
Zach Wilson,C.Wilson,0.7777777777777778,39505735,review_manually
Zach Wilson,R.Wilson,0.6666666666666666,39505735,review_manually
Zach Wilson,J.Wilson,0.6666666666666666,39505735,review_manually
Khalil Herbert,K.Herbert,0.7272727272727273,39505897,review_manually
Khalil Herbert,J.Herbert,0.6363636363636364,39505897,review_manually
Kendre Miller,K.Miller,0.7,39505895,review_manually
Kendre Miller,R.Miller,0.7,39505895,review_manually
Kendre Miller,A.Miller,0.6,39505895,review_manually
Dyami Brown,M.Brown,0.7058823529411765,39506181,review_manually
Dyami Brown,A.Brown,0.7058823529411765,39506181,review_manually
Dyami Brown,D.Brown,0.7058823529411765,39506181,review_manually
Jarrett Stidham,J.Stidham,0.6956521739130435,39505732,review_manually
Jarrett Stidham,R.Jarrett,0.6086956521739131,39505732,review_manually
Audric Estime,A.Estime,0.7,39505899,review_manually
Drew Lock,D.Lock,0.7142857142857143,39505731,review_manually
Jordan James,B.Jordan,0.631578947368421,39505903,review_manually
Jordan James,J.Daniels,0.6,39505903,review_manually
Romeo Doubs,R.Doubs,0.7058823529411765,39506179,review_manually
Aidan O'Connell,A.O'Connell,0.782608695652174,39505736,review_manually
DeMario Douglas,D.Douglas,0.6956521739130435,39506189,review_manually
Mason Rudolph,M.Rudolph,0.7619047619047619,39505738,review_manually
Kenneth Gainwell,K.Gainwell,0.72,39505907,review_manually
Jonnu Smith,J.Smith,0.7058823529411765,39506693,review_manually
Ollie Gordon II,C.Collier,0.6,39505909,review_manually
Michael Wilson,C.Wilson,0.6666666666666666,39506187,review_manually
Michael Wilson,M.Wilson,0.6666666666666666,39506187,review_manually
Michael Wilson,E.Wilson,0.6666666666666666,39506187,review_manually
Xavier Legette,X.Legette,0.7272727272727273,39506185,review_manually
Emanuel Wilson,M.Wilson,0.6666666666666666,39505905,review_manually
Emanuel Wilson,E.Wilson,0.6666666666666666,39505905,review_manually
Cordarrelle Patterson,C.Patterson,0.6451612903225806,39505913,review_manually
Kyle Trask,K.Trask,0.75,39505740,review_manually
Jalen McMillan,J.McMillan,0.782608695652174,39506191,review_manually
Riley Leonard,R.Miller,0.6,39505739,review_manually
Michael Carter,M.Carter,0.6666666666666666,39505911,review_manually
Brandin Cooks,B.Cooks,0.631578947368421,39506193,review_manually
Brandin Cooks,J.Brooks,0.6,39506193,review_manually
Brandin Cooks,C.Brooks,0.6,39506193,review_manually
Zach Ertz,Z.Ertz,0.7142857142857143,39506695,review_manually
Zach Ertz,C.Manhertz,0.6666666666666666,39506695,review_manually
Samaje Perine,S.Perine,0.7,39505915,review_manually
Trayveon Williams,M.Williams,0.6153846153846154,39505923,review_manually
Trayveon Williams,J.Williams,0.6153846153846154,39505923,review_manually
Trayveon Williams,K.Williams,0.6153846153846154,39505923,review_manually
Lan Larison,A.Robinson,0.6,39506065,review_manually
Lan Larison,A.Mattison,0.6,39506065,review_manually
Lan Larison,M.Harrison,0.6,39506065,review_manually
Terrell Jennings,T.Jennings,0.72,39506067,review_manually
Terrell Jennings,J.Jennings,0.64,39506067,review_manually
Sincere McCormick,S.McCormick,0.7407407407407407,39506071,review_manually
Zamir White,M.White,0.7058823529411765,39506073,review_manually
Zamir White,R.White,0.7058823529411765,39506073,review_manually
Zamir White,Z.White,0.7058823529411765,39506073,review_manually
Dylan Laube,D.Laube,0.7058823529411765,39506075,review_manually
Chris Collier,C.Collier,0.7619047619047619,39506077,review_manually
Chris Collier,R.Miller,0.6,39506077,review_manually
Skylar Thompson,S.Thompson,0.75,39505771,review_manually
Brady Cook,D.Cook,0.6666666666666666,39505773,review_manually
Brady Cook,B.Cooks,0.625,39505773,review_manually
Isaiah Davis,A.Davis,0.6666666666666666,39505927,review_manually
Isaiah Davis,I.Davis,0.6666666666666666,39505927,review_manually
Trey Sermon,T.Sermon,0.7777777777777778,39506051,review_manually
Evan Hull,E.All,0.6153846153846154,39506053,review_manually
Max Hurleman,M.Hardman,0.6,39506055,review_manually
Zach Evans,O.Zaccheaus,0.7,39506059,review_manually
Zach Evans,M.Evans,0.625,39506059,review_manually
Zach Evans,D.Evans,0.625,39506059,review_manually
Donovan Edwards,G.Edwards,0.6086956521739131,39506061,review_manually
Andrew Beck,M.Andrews,0.631578947368421,39506063,review_manually
Andrew Beck,A.Beck,0.625,39506063,review_manually
Emory Jones,M.Jones,0.7058823529411765,39505769,review_manually
Sean Tucker,S.Tucker,0.7777777777777778,39506037,review_manually
Sean Tucker,T.Tucker,0.6666666666666666,39506037,review_manually
Sean Tucker,J.Shenker,0.631578947368421,39506037,review_manually
Carlos Washington Jr.,C.Washington,0.7857142857142857,39506043,review_manually
Carlos Washington Jr.,D.Washington,0.7142857142857143,39506043,review_manually
Carlos Washington Jr.,P.Washington,0.7142857142857143,39506043,review_manually
Elijah Dotson,J.Dotson,0.7,39506045,review_manually
Elijah Dotson,J.Watson,0.6,39506045,review_manually
Nathan Carter,D.Carter,0.6,39506049,review_manually
Nathan Carter,M.Carter,0.6,39506049,review_manually
Jason Bean,J.Mason,0.625,39505765,review_manually
Alec Ingold,A.Ingold,0.7777777777777778,39506029,review_manually
Tyler Goodson,T.Goodson,0.7619047619047619,39506031,review_manually
Clayton Tune,D.Slayton,0.6,39505762,review_manually
DeeJay Dallas,D.Dallas,0.7,39506017,review_manually
Velus Jones Jr.,V.Jones,0.7058823529411765,39506023,review_manually
Tommy DeVito,T.DeVito,0.7368421052631579,39505742,review_manually
Sam Hartman,M.Hardman,0.7368421052631579,39505761,review_manually
Sam Hartman,A.Trautman,0.6,39505761,review_manually
Jeremy McNichols,J.McNichols,0.7692307692307693,39506003,review_manually
Jeremy McNichols,J.Reynolds,0.64,39506003,review_manually
Eric Gray,E.Gray,0.7142857142857143,39506009,review_manually
Eric Gray,C.Grandy,0.625,39506009,review_manually
Dante Miller,A.Miller,0.7368421052631579,39506011,review_manually
Dante Miller,S.Miller,0.631578947368421,39506011,review_manually
Dante Miller,K.Miller,0.631578947368421,39506011,review_manually
Kazmeir Allen,K.Allen,0.631578947368421,39506081,review_manually
Kazmeir Allen,A.Miller,0.6,39506081,review_manually
Kazmeir Allen,K.Miller,0.6,39506081,review_manually
Darius Slayton,D.Slayton,0.7272727272727273,39506199,review_manually
Jack Plummer,J.Palmer,0.631578947368421,39505759,review_manually
Raheem Blackshear,R.Blackshear,0.7857142857142857,39505921,review_manually
Ja'Quinden Jackson,J.Jackson,0.64,39505993,review_manually
Emani Bailey,J.Bailey,0.631578947368421,39505995,review_manually
Jonathon Brooks,J.Brooks,0.6363636363636364,39505999,review_manually
Deshaun Watson,D.Watson,0.6666666666666666,39505755,review_manually
Desmond Ridder,D.Ridder,0.6666666666666666,39505776,review_manually
Desmond Ridder,D.Eskridge,0.6086956521739131,39505776,review_manually
Ahmani Marshall,T.Marshall,0.6666666666666666,39505979,review_manually
Tahj Brooks,J.Brooks,0.7777777777777778,39505983,review_manually
Tahj Brooks,C.Brooks,0.6666666666666666,39505983,review_manually
Tahj Brooks,B.Brooks,0.6666666666666666,39505983,review_manually
Quali Conley,C.Conley,0.631578947368421,39505989,review_manually
Will Levis,W.Levis,0.75,39505741,review_manually
Will Levis,M.Willis,0.7058823529411765,39505741,review_manually
Will Levis,B.Willis,0.7058823529411765,39505741,review_manually
Brandon Allen,B.Allen,0.631578947368421,39505743,review_manually
Brandon Allen,D.Allen,0.631578947368421,39505743,review_manually
Sam Ehlinger,D.Bellinger,0.6363636363636364,39505754,review_manually
Jermar Jefferson,J.Jefferson,0.7692307692307693,39505917,review_manually
Jermar Jefferson,V.Jefferson,0.6923076923076923,39505917,review_manually
Julius Chestnut,J.Chestnut,0.75,39505967,review_manually
Jordan Mims,B.Jordan,0.6666666666666666,39505971,review_manually
Jordan Mims,J.Daniels,0.631578947368421,39505971,review_manually
Jordan Mims,J.Mims,0.625,39505971,review_manually
Tyler Badie,T.Badie,0.7058823529411765,39505973,review_manually
Blake Watson,B.Watson,0.7368421052631579,39505975,review_manually
Blake Watson,D.Watson,0.631578947368421,39505975,review_manually
Blake Watson,J.Watson,0.631578947368421,39505975,review_manually
Michael Burton,M.Burton,0.6666666666666666,39505977,review_manually
Tyler Lockett,T.Lockett,0.7619047619047619,39506201,review_manually
Patrick Taylor Jr.,T.Taylor,0.6666666666666666,39505919,review_manually
Patrick Taylor Jr.,P.Taylor,0.6666666666666666,39505919,review_manually
Patrick Taylor Jr.,T.Patrick,0.6363636363636364,39505919,review_manually
George Holani,G.Holani,0.7,39505957,review_manually
Jacardia Wright,J.Wright,0.6363636363636364,39505959,review_manually
Corey Kiner,C.Woerner,0.631578947368421,39505963,review_manually
Brady Russell,J.Russell,0.6666666666666666,39506083,review_manually
Sean Clifford,M.Stafford,0.6363636363636364,39505748,review_manually
Sean Clifford,B.Spann-Ford,0.6086956521739131,39505748,review_manually
Kyle Allen,K.Allen,0.75,39505750,review_manually
Kyle Allen,B.Allen,0.625,39505750,review_manually
Kyle Allen,J.Allen,0.625,39505750,review_manually
Chris Brooks,C.Brooks,0.7368421052631579,39505925,review_manually
Chris Brooks,J.Brooks,0.631578947368421,39505925,review_manually
Chris Brooks,B.Brooks,0.631578947368421,39505925,review_manually
Craig Reynolds,C.Reynolds,0.782608695652174,39505947,review_manually
Craig Reynolds,J.Reynolds,0.6956521739130435,39505947,review_manually
Sione Vaki,S.Vaki,0.6666666666666666,39505949,review_manually
Christian Watson,C.Watson,0.6086956521739131,39506197,review_manually
Tucker Kraft,T.Kraft,0.6666666666666666,39506697,review_manually
Tucker Kraft,T.Tucker,0.631578947368421,39506697,review_manually
Tucker Kraft,S.Tucker,0.631578947368421,39506697,review_manually
Stetson Bennett IV,T.Etienne,0.6086956521739131,39505744,review_manually
Ronnie Rivers,R.Rivers,0.7,39505929,review_manually
Jordan Waters,B.Jordan,0.6,39505933,review_manually
British Brooks,B.Brooks,0.6666666666666666,39505939,review_manually
Jawhar Jordan,B.Jordan,0.6,39505941,review_manually
Jawhar Jordan,J.Warren,0.6,39505941,review_manually
Hunter Henry,H.Henry,0.6666666666666666,39506699,review_manually
Hunter Henry,T.Huntley,0.6,39506699,review_manually
Allen Lazard,A.Lazard,0.7368421052631579,39506205,review_manually
Diontae Johnson,D.Johnson,0.6956521739130435,39506209,review_manually
Diontae Johnson,T.Johnson,0.6956521739130435,39506209,review_manually
Diontae Johnson,J.Johnson,0.6086956521739131,39506209,review_manually
Devaughn Vele,D.Vaughn,0.7,39506207,review_manually
Devaughn Vele,K.Vaughn,0.6,39506207,review_manually
Demarcus Robinson,D.Martin-Robinson,0.75,39506203,review_manually
Demarcus Robinson,A.Robinson,0.6923076923076923,39506203,review_manually
Demarcus Robinson,D.Robinson,0.6923076923076923,39506203,review_manually
Kayshon Boutte,K.Boutte,0.6666666666666666,39506211,review_manually
Cade Otton,C.Otton,0.75,39506701,review_manually
Cade Otton,C.Patterson,0.6,39506701,review_manually
Parker Washington,P.Washington,0.7857142857142857,39506213,review_manually
Parker Washington,D.Washington,0.7142857142857143,39506213,review_manually
Parker Washington,C.Washington,0.7142857142857143,39506213,review_manually
Broncos ,J.Brooks,0.7142857142857143,39506991,review_manually
Broncos ,C.Brooks,0.7142857142857143,39506991,review_manually
Broncos ,B.Brooks,0.7142857142857143,39506991,review_manually
Ray-Ray McCloud III,R.McCloud,0.7272727272727273,39506221,review_manually
Taysom Hill,T.Hill,0.625,39506703,review_manually
Taysom Hill,T.Marshall,0.6,39506703,review_manually
Commanders ,M.Sanders,0.7777777777777778,39506992,review_manually
Commanders ,M.Andrews,0.6666666666666666,39506992,review_manually
Commanders ,J.Sanders,0.6666666666666666,39506992,review_manually
Jalen Coker,J.Coker,0.7058823529411765,39506219,review_manually
Jalen Coker,J.Haener,0.6666666666666666,39506219,review_manually
Jalen Coker,J.Shenker,0.631578947368421,39506219,review_manually
Andrei Iosivas,A.Iosivas,0.7272727272727273,39506223,review_manually
Dont'e Thornton Jr.,T.Thornton,0.782608695652174,39506233,review_manually
Bengals ,B.Means,0.6153846153846154,39506993,review_manually
Tutu Atwell,T.Atwell,0.7777777777777778,39506229,review_manually
Darren Waller,D.Walker,0.6,39506709,review_manually
Greg Dortch,G.Dortch,0.7777777777777778,39506237,review_manually
Cardinals ,C.Parkinson,0.631578947368421,39506994,review_manually
Cardinals ,N.Adkins,0.625,39506994,review_manually
Jacob Cowing,J.Cowing,0.7368421052631579,39506241,review_manually
Jacob Cowing,J.Browning,0.6666666666666666,39506241,review_manually
Jacob Cowing,C.Goodwin,0.6,39506241,review_manually
Dalton Schultz,D.Schultz,0.7272727272727273,39506707,review_manually
Robert Woods,R.Woods,0.6666666666666666,39506249,review_manually
Adonai Mitchell,A.Mitchell,0.75,39506251,review_manually
Adonai Mitchell,K.Mitchell,0.6666666666666666,39506251,review_manually
Pat Bryant,H.Bryant,0.7058823529411765,39506253,review_manually
Pat Bryant,A.St. Brown,0.631578947368421,39506253,review_manually
Tyler Higbee,T.Higbee,0.7368421052631579,39506711,review_manually
Rams ,D.Adams,0.6,39506995,review_manually
Rams ,K.Trask,0.6,39506995,review_manually
Rams ,R.Davis,0.6,39506995,review_manually
Kendrick Bourne,K.Bourne,0.6363636363636364,39506255,review_manually
Juwan Johnson,J.Johnson,0.7619047619047619,39506717,review_manually
Juwan Johnson,D.Johnson,0.6666666666666666,39506717,review_manually
Juwan Johnson,T.Johnson,0.6666666666666666,39506717,review_manually
Brenton Strange,B.Strange,0.6956521739130435,39506715,review_manually
Jordan Watkins,J.Akins,0.6,39506259,review_manually
Savion Williams,I.Williams,0.75,39506257,review_manually
Savion Williams,M.Williams,0.6666666666666666,39506257,review_manually
Savion Williams,J.Williams,0.6666666666666666,39506257,review_manually
KhaDarel Hodge,K.Hodge,0.6,39506279,review_manually
Michael Gallup,K.Mitchell,0.6086956521739131,39506277,review_manually
Michael Gallup,A.Mitchell,0.6086956521739131,39506277,review_manually
Jaguars ,J.Deguara,0.6666666666666666,39506997,review_manually
Jaguars ,J.Hurts,0.6153846153846154,39506997,review_manually
Treylon Burks,T.Burks,0.631578947368421,39506273,review_manually
Kalif Raymond,K.Raymond,0.7619047619047619,39506271,review_manually
Tank Dell,T.Dell,0.7142857142857143,39506269,review_manually
Tank Dell,T.Atwell,0.625,39506269,review_manually
Terrance Ferguson,J.Ferguson,0.6153846153846154,39506721,review_manually
Patriots ,M.Mariota,0.625,39506998,review_manually
Patriots ,T.Patrick,0.625,39506998,review_manually
Mason Taylor,T.Taylor,0.631578947368421,39506725,review_manually
Mason Taylor,P.Taylor,0.631578947368421,39506725,review_manually
Mason Taylor,J.Taylor,0.631578947368421,39506725,review_manually
Sterling Shepard,S.Shepard,0.6666666666666666,39506285,review_manually
Noah Brown,N.Brown,0.75,39506295,review_manually
Noah Brown,A.Brown,0.75,39506295,review_manually
Noah Brown,A.St. Brown,0.7368421052631579,39506295,review_manually
Jermaine Burton,M.Burton,0.6363636363636364,39506293,review_manually
Jermaine Burton,J.Burton,0.6363636363636364,39506293,review_manually
Harold Fannin Jr.,G.Holani,0.6,39506723,review_manually
Seth Williams,M.Williams,0.7272727272727273,39506311,review_manually
Seth Williams,J.Williams,0.7272727272727273,39506311,review_manually
Seth Williams,K.Williams,0.7272727272727273,39506311,review_manually
Ja'Lynn Polk,J.Polk,0.625,39506653,review_manually
Javon Baker,J.Baker,0.7058823529411765,39506655,review_manually
John Jiles,A.Jones,0.625,39506659,review_manually
John Jiles,Z.Jones,0.625,39506659,review_manually
John Jiles,D.Jones,0.625,39506659,review_manually
Collin Johnson,C.Johnson,0.7272727272727273,39506669,review_manually
Collin Johnson,J.Johnson,0.6363636363636364,39506669,review_manually
Collin Johnson,D.Johnson,0.6363636363636364,39506669,review_manually
Ketron Jackson Jr.,L.Jackson,0.6363636363636364,39506675,review_manually
Ketron Jackson Jr.,J.Jackson,0.6363636363636364,39506675,review_manually
Michael Mayer,M.Mayer,0.631578947368421,39506727,review_manually
Roman Wilson,R.Wilson,0.7368421052631579,39506617,review_manually
Roman Wilson,M.Wilson,0.7368421052631579,39506617,review_manually
Roman Wilson,J.Wilson,0.631578947368421,39506617,review_manually
Scotty Miller,S.Miller,0.7,39506619,review_manually
Scotty Miller,A.Miller,0.6,39506619,review_manually
Scotty Miller,K.Miller,0.6,39506619,review_manually
Brandon Johnson,D.Johnson,0.6956521739130435,39506623,review_manually
Brandon Johnson,B.Johnson,0.6956521739130435,39506623,review_manually
Brandon Johnson,R.Johnson,0.6956521739130435,39506623,review_manually
Roc Taylor,T.Taylor,0.7058823529411765,39506627,review_manually
Roc Taylor,P.Taylor,0.7058823529411765,39506627,review_manually
Roc Taylor,J.Taylor,0.7058823529411765,39506627,review_manually
