dk_name,suggested_nfl_name,similarity,dk_id,action
Ke'Shawn Williams,K.Williams,0.72,39506629,review_manually
Ke'Shawn Williams,M.Williams,0.64,39506629,review_manually
Ke'Shawn Williams,J.Williams,0.64,39506629,review_manually
Malachi Corley,M.Corley,0.6666666666666666,39506633,review_manually
Arian Smith,I.Smith,0.7058823529411765,39506635,review_manually
Arian Smith,A.Smith,0.7058823529411765,39506635,review_manually
Tyler Johnson,T.Johnson,0.7619047619047619,39506637,review_manually
Tyler Johnson,R.Johnson,0.7619047619047619,39506637,review_manually
Tyler Johnson,J.Johnson,0.6666666666666666,39506637,review_manually
Xavier Gipson,X.Gipson,0.7,39506639,review_manually
Xavier Gipson,A.Gibson,0.6,39506639,review_manually
Irvin Charles,I.Charles,0.7619047619047619,39506641,review_manually
Brandon Smith,D.Smith,0.631578947368421,39506643,review_manually
Brandon Smith,A.Smith,0.631578947368421,39506643,review_manually
Ontaria Wilson,R.Wilson,0.6666666666666666,39506645,review_manually
Dymere Miller,R.Miller,0.7,39506647,review_manually
Dymere Miller,A.Miller,0.6,39506647,review_manually
Dymere Miller,S.Miller,0.6,39506647,review_manually
Trey Palmer,T.Palmer,0.7777777777777778,39506585,review_manually
Trey Palmer,J.Palmer,0.6666666666666666,39506585,review_manually
Ryan Miller,A.Miller,0.7777777777777778,39506589,review_manually
Ryan Miller,R.Miller,0.7777777777777778,39506589,review_manually
Ryan Miller,S.Miller,0.6666666666666666,39506589,review_manually
Rakim Jarrett,R.Jarrett,0.7619047619047619,39506591,review_manually
Kameron Johnson,R.Johnson,0.6956521739130435,39506593,review_manually
Kameron Johnson,K.Johnson,0.6956521739130435,39506593,review_manually
Kameron Johnson,J.Johnson,0.6086956521739131,39506593,review_manually
Chris Blair,C.Blair,0.7058823529411765,39506603,review_manually
Jesse Matthews,J.Matthews,0.782608695652174,39506607,review_manually
David Sills V,Z.Davidson,0.6,39506609,review_manually
Buccaneers ,B.Anger,0.625,39506999,review_manually
Buccaneers ,C.Akers,0.625,39506999,review_manually
Tahj Washington,D.Washington,0.7692307692307693,39506555,review_manually
Tahj Washington,P.Washington,0.7692307692307693,39506555,review_manually
Tahj Washington,C.Washington,0.7692307692307693,39506555,review_manually
Tarik Black,T.Patrick,0.631578947368421,39506557,review_manually
A.J. Henning,J.Jennings,0.7368421052631579,39506565,review_manually
A.J. Henning,T.Jennings,0.7368421052631579,39506565,review_manually
Ashton Dulin,A.Dulin,0.6666666666666666,39506567,review_manually
Ashton Dulin,T.Conklin,0.6,39506567,review_manually
Anthony Gould,A.Gould,0.631578947368421,39506569,review_manually
Anthony Gould,A.Ingold,0.6,39506569,review_manually
Blayne Taylor,T.Taylor,0.6,39506577,review_manually
Blayne Taylor,P.Taylor,0.6,39506577,review_manually
Blayne Taylor,J.Taylor,0.6,39506577,review_manually
Coleman Owen,K.Coleman,0.7,39506581,review_manually
Cedrick Wilson Jr.,R.Wilson,0.6666666666666666,39506323,review_manually
Cedrick Wilson Jr.,C.Wilson,0.6666666666666666,39506323,review_manually
Cedrick Wilson Jr.,E.Wilson,0.6666666666666666,39506323,review_manually
Kevin Austin Jr.,K.Austin,0.7368421052631579,39506325,review_manually
Kevin Austin Jr.,C.Austin,0.631578947368421,39506325,review_manually
Simi Fehoko,S.Fehoko,0.7777777777777778,39506529,review_manually
Xavier Weaver,X.Weaver,0.7,39506531,review_manually
Tejhaun Palmer,J.Palmer,0.6666666666666666,39506535,review_manually
Tejhaun Palmer,T.Palmer,0.6666666666666666,39506535,review_manually
Tejhaun Palmer,T.Chandler,0.6086956521739131,39506535,review_manually
Trishton Jackson,T.Hockenson,0.6153846153846154,39506539,review_manually
Dante Pettis,D.Pettis,0.7368421052631579,39506543,review_manually
Dante Pettis,D.Pettus,0.631578947368421,39506543,review_manually
Mason Tipton,M.Tipton,0.7368421052631579,39506545,review_manually
Mason Tipton,M.Washington,0.6086956521739131,39506545,review_manually
Chris Moore,S.Moore,0.7058823529411765,39506499,review_manually
Ja'Corey Brooks,J.Brooks,0.6666666666666666,39506503,review_manually
Ja'Corey Brooks,C.Brooks,0.6666666666666666,39506503,review_manually
Jacoby Jones,A.Jones,0.6666666666666666,39506505,review_manually
Jacoby Jones,C.Jones,0.6666666666666666,39506505,review_manually
Jacoby Jones,J.Jacobs,0.631578947368421,39506505,review_manually
Jalin Hyatt,J.Hyatt,0.7058823529411765,39506507,review_manually
Lil'Jordan Humphrey,L.Humphrey,0.6666666666666666,39506509,review_manually
Montrell Washington,M.Washington,0.7333333333333333,39506517,review_manually
Montrell Washington,D.Washington,0.6666666666666666,39506517,review_manually
Montrell Washington,P.Washington,0.6666666666666666,39506517,review_manually
Da'Quan Felton,A.Dalton,0.6,39506519,review_manually
Da'Quan Felton,D.Belton,0.6,39506519,review_manually
Beaux Collins,N.Collins,0.6666666666666666,39506521,review_manually
Jordan Bly,B.Jordan,0.7058823529411765,39506525,review_manually
David Moore,D.Moore,0.7058823529411765,39506315,review_manually
David Moore,Z.Davidson,0.6,39506315,review_manually
Austin Trammell,A.Trammell,0.75,39506467,review_manually
Trenton Irwin,T.Irwin,0.631578947368421,39506469,review_manually
Chandler Brayboy,T.Chandler,0.64,39506473,review_manually
J.J. Jones,A.Jones,0.7142857142857143,39506483,review_manually
J.J. Jones,Z.Jones,0.7142857142857143,39506483,review_manually
J.J. Jones,D.Jones,0.7142857142857143,39506483,review_manually
Brycen Tremayne,B.Tremayne,0.75,39506489,review_manually
Kobe Hudson,T.Hudson,0.6666666666666666,39506493,review_manually
Kobe Hudson,K.Johnson,0.631578947368421,39506493,review_manually
David Bell,D.Bell,0.6666666666666666,39506431,review_manually
Jamari Thrash,J.Thrash,0.7,39506433,review_manually
Michael Woods II,M.Woods,0.631578947368421,39506435,review_manually
DeAndre Carter,D.Carter,0.6666666666666666,39506437,review_manually
Kaden Davis,A.Davis,0.7058823529411765,39506439,review_manually
Kaden Davis,D.Davis,0.7058823529411765,39506439,review_manually
Kisean Johnson,K.Johnson,0.7272727272727273,39506445,review_manually
Kisean Johnson,J.Johnson,0.6363636363636364,39506445,review_manually
Kisean Johnson,D.Johnson,0.6363636363636364,39506445,review_manually
Charlie Jones,I.Charles,0.6666666666666666,39506449,review_manually
Charlie Jones,A.Jones,0.631578947368421,39506449,review_manually
Charlie Jones,C.Jones,0.631578947368421,39506449,review_manually
Kendric Pryor,K.Pryor,0.631578947368421,39506451,review_manually
Isaiah Williams,I.Williams,0.75,39506453,review_manually
Isaiah Williams,M.Williams,0.6666666666666666,39506453,review_manually
Isaiah Williams,J.Williams,0.6666666666666666,39506453,review_manually
Mitchell Tinsley,K.Mitchell,0.64,39506457,review_manually
Mitchell Tinsley,A.Mitchell,0.64,39506457,review_manually
Jordan Moore,D.Moore,0.6666666666666666,39506461,review_manually
Jordan Moore,B.Jordan,0.631578947368421,39506461,review_manually
Jamoi Mayes,J.Mims,0.625,39506463,review_manually
Mason Kinsey,M.Kinsey,0.7368421052631579,39506405,review_manually
Mason Kinsey,M.Gaskin,0.631578947368421,39506405,review_manually
Mason Kinsey,H.Haskins,0.6,39506405,review_manually
James Proche II,J.Proche,0.7368421052631579,39506407,review_manually
James Proche II,J.Metchie,0.6,39506407,review_manually
Jha'Quan Jackson,J.Jackson,0.6956521739130435,39506409,review_manually
Jha'Quan Jackson,L.Jackson,0.6086956521739131,39506409,review_manually
Bryce Oliver,B.Oliver,0.7368421052631579,39506413,review_manually
Bryce Oliver,J.Oliver,0.631578947368421,39506413,review_manually
Bryce Oliver,C.Collier,0.6,39506413,review_manually
Joaquin Davis,A.Davis,0.631578947368421,39506423,review_manually
Joaquin Davis,I.Davis,0.631578947368421,39506423,review_manually
Equanimeous St. Brown,A.St. Brown,0.6206896551724138,39506303,review_manually
Tory Horton,T.Thornton,0.7,39506373,review_manually
Jake Bobo,J.Bobo,0.7142857142857143,39506375,review_manually
Ricky White III,C.White,0.7058823529411765,39506377,review_manually
Ricky White III,R.White,0.7058823529411765,39506377,review_manually
Steven Sims,R.Stevenson,0.6666666666666666,39506379,review_manually
Steven Sims,S.Sims,0.625,39506379,review_manually
Dareke Young,D.Young,0.6666666666666666,39506381,review_manually
Dareke Young,R.Keyton,0.631578947368421,39506381,review_manually
Cody White,C.White,0.75,39506383,review_manually
Cody White,M.White,0.625,39506383,review_manually
Cody White,R.White,0.625,39506383,review_manually
Russell Gage Jr.,J.Russell,0.7,39506393,review_manually
Isaiah Hodgins,I.Hodgins,0.7272727272727273,39506397,review_manually
Trent Taylor,T.Taylor,0.7368421052631579,39506401,review_manually
Trent Taylor,P.Taylor,0.631578947368421,39506401,review_manually
Trent Taylor,J.Taylor,0.631578947368421,39506401,review_manually
Will Sheppard,S.Shepard,0.6666666666666666,39506299,review_manually
Malik Heath,M.Heath,0.7058823529411765,39506313,review_manually
Mecole Hardman,M.Hardman,0.7272727272727273,39506353,review_manually
Mecole Hardman,K.Coleman,0.6363636363636364,39506353,review_manually
Julian Hicks,J.Hicks,0.6666666666666666,39506355,review_manually
Cornelius Johnson,C.Johnson,0.64,39506357,review_manually
Cornelius Johnson,R.Johnson,0.64,39506357,review_manually
Ronnie Bell,R.Bell,0.625,39506365,review_manually
Ronnie Bell,A.O'Connell,0.6,39506365,review_manually
Malik Taylor,T.Taylor,0.631578947368421,39506367,review_manually
Malik Taylor,P.Taylor,0.631578947368421,39506367,review_manually
Malik Taylor,J.Taylor,0.631578947368421,39506367,review_manually
Jackson Meeks,L.Jackson,0.6666666666666666,39506369,review_manually
Jackson Meeks,J.Jackson,0.6666666666666666,39506369,review_manually
Xavier Hutchinson,X.Hutchinson,0.7857142857142857,39506319,review_manually
Xavier Smith,I.Smith,0.6666666666666666,39506329,review_manually
Xavier Smith,X.Smith,0.6666666666666666,39506329,review_manually
Xavier Smith,A.Smith,0.6666666666666666,39506329,review_manually
Britain Covey,B.Covey,0.631578947368421,39506331,review_manually
Tru Edwards,G.Edwards,0.7368421052631579,39506333,review_manually
Mario Williams,M.Williams,0.782608695652174,39506337,review_manually
Mario Williams,I.Williams,0.782608695652174,39506337,review_manually
Mario Williams,J.Williams,0.6956521739130435,39506337,review_manually
Justin Watson,J.Watson,0.7,39506341,review_manually
Justin Watson,D.Watson,0.6,39506341,review_manually
Justin Watson,C.Watson,0.6,39506341,review_manually
Braxton Berrios,B.Berrios,0.6956521739130435,39506343,review_manually
Jared Wayne,J.Wayne,0.7058823529411765,39506345,review_manually
Jared Wayne,B.Tremayne,0.6,39506345,review_manually
Johnny Johnson III,J.Johnson,0.7272727272727273,39506347,review_manually
Johnny Johnson III,D.Johnson,0.6363636363636364,39506347,review_manually
Johnny Johnson III,T.Johnson,0.6363636363636364,39506347,review_manually
Xavier Johnson,R.Johnson,0.7272727272727273,39506349,review_manually
Xavier Johnson,J.Johnson,0.6363636363636364,39506349,review_manually
Xavier Johnson,D.Johnson,0.6363636363636364,39506349,review_manually
Daniel Jackson,L.Jackson,0.7272727272727273,39506351,review_manually
Daniel Jackson,J.Jackson,0.6363636363636364,39506351,review_manually
Daniel Jackson,J.Daniels,0.6363636363636364,39506351,review_manually
Austin Hooper,A.Hooper,0.7,39506731,review_manually
Austin Hooper,A.Cooper,0.6,39506731,review_manually
Austin Hooper,K.Austin,0.6,39506731,review_manually
Ja'Tavion Sanders,J.Sanders,0.6666666666666666,39506733,review_manually
Packers ,C.Akers,0.7692307692307693,39507001,review_manually
Packers ,G.Pickens,0.6666666666666666,39507001,review_manually
Packers ,J.Coker,0.6153846153846154,39507001,review_manually
Jets ,A.Jones,0.6,39507003,review_manually
Jets ,Z.Jones,0.6,39507003,review_manually
Jets ,J.Owens,0.6,39507003,review_manually
Colts ,N.Collins,0.6153846153846154,39507002,review_manually
Colts ,A.Cole,0.6,39507002,review_manually
Julian Hill,J.Hill,0.625,39506745,review_manually
Dolphins ,D.Hopkins,0.75,39507004,review_manually
Dolphins ,D.Thompkins,0.6666666666666666,39507004,review_manually
Dolphins ,M.Hollins,0.625,39507004,review_manually
Foster Moreau,F.Moreau,0.7,39506741,review_manually
Lions ,M.Hollins,0.6153846153846154,39507005,review_manually
Lions ,I.Hodgins,0.6153846153846154,39507005,review_manually
Lions ,N.Collins,0.6153846153846154,39507005,review_manually
Raiders ,R.Rivers,0.7142857142857143,39507006,review_manually
Raiders ,D.Ridder,0.7142857142857143,39507006,review_manually
Raiders ,A.Rodgers,0.6666666666666666,39507006,review_manually
Payne Durham,P.Durham,0.7368421052631579,39506747,review_manually
Falcons ,A.Jones,0.6153846153846154,39507007,review_manually
Falcons ,C.Jones,0.6153846153846154,39507007,review_manually
Cade Stover,C.Stover,0.7777777777777778,39506749,review_manually
Jaheim Bell,J.Hill,0.625,39506973,review_manually
Jaheim Bell,J.Bell,0.625,39506973,review_manually
Jaheim Bell,P.Campbell,0.6,39506973,review_manually
Jack Westover,C.Stover,0.7,39506975,review_manually
Gee Scott Jr.,D.Prescott,0.6666666666666666,39506979,review_manually
Gee Scott Jr.,J.Scott,0.6666666666666666,39506979,review_manually
Gee Scott Jr.,T.Scott,0.6666666666666666,39506979,review_manually
Carter Runyon,C.Patterson,0.6086956521739131,39506987,review_manually
Carter Runyon,D.Carter,0.6,39506987,review_manually
Carter Runyon,M.Carter,0.6,39506987,review_manually
Stone Smartt,S.Smartt,0.7368421052631579,39506759,review_manually
Darnell Washington,D.Washington,0.7586206896551724,39506957,review_manually
Darnell Washington,P.Washington,0.6896551724137931,39506957,review_manually
Darnell Washington,C.Washington,0.6896551724137931,39506957,review_manually
Connor Heyward,C.Heyward,0.7272727272727273,39506959,review_manually
DJ Thomas-Jones,J.Thomas,0.6666666666666666,39506965,review_manually
DJ Thomas-Jones,S.Thompson,0.6086956521739131,39506965,review_manually
DJ Thomas-Jones,A.Jones,0.6,39506965,review_manually
Jeremy Ruckert,J.Ruckert,0.7272727272727273,39506967,review_manually
Neal Johnson,J.Johnson,0.7,39506971,review_manually
Neal Johnson,D.Johnson,0.7,39506971,review_manually
Neal Johnson,T.Johnson,0.7,39506971,review_manually
Devin Culp,D.Culp,0.6666666666666666,39506765,review_manually
Evan Deckers,T.Decker,0.631578947368421,39506945,review_manually
Evan Deckers,M.Sanders,0.6,39506945,review_manually
Evan Deckers,J.Sanders,0.6,39506945,review_manually
Charlie Woerner,C.Woerner,0.6956521739130435,39506947,review_manually
Feleipe Franks,F.Franks,0.6666666666666666,39506949,review_manually
Pharaoh Brown,A.St. Brown,0.6363636363636364,39506919,review_manually
Pharaoh Brown,P.Brown,0.631578947368421,39506919,review_manually
Pharaoh Brown,A.Brown,0.631578947368421,39506919,review_manually
Tanner Conner,T.Conner,0.7,39506921,review_manually
Tanner Conner,J.Conner,0.6,39506921,review_manually
Jalin Conyers,J.Conner,0.6,39506925,review_manually
Drew Ogletree,A.Ogletree,0.7272727272727273,39506929,review_manually
Elijah Higgins,E.Higgins,0.7272727272727273,39506899,review_manually
Elijah Higgins,T.Higgins,0.6363636363636364,39506899,review_manually
Josiah Deguara,J.Deguara,0.7272727272727273,39506901,review_manually
Jack Stoll,J.Stoll,0.75,39506907,review_manually
Jack Stoll,L.Jackson,0.6666666666666666,39506907,review_manually
Jack Stoll,J.Jackson,0.6666666666666666,39506907,review_manually
Treyton Welch,R.Keyton,0.6,39506915,review_manually
John Bates,J.Bates,0.75,39506873,review_manually
John Bates,A.Jones,0.625,39506873,review_manually
John Bates,Z.Jones,0.625,39506873,review_manually
Tyree Jackson,L.Jackson,0.6666666666666666,39506879,review_manually
Tyree Jackson,J.Jackson,0.6666666666666666,39506879,review_manually
Lawrence Cager,T.Lawrence,0.6956521739130435,39506881,review_manually
Cole Turner,C.Woerner,0.7368421052631579,39506883,review_manually
Cole Turner,D.Turner,0.6666666666666666,39506883,review_manually
Cole Turner,C.Tune,0.625,39506883,review_manually
Daniel Bellinger,D.Bellinger,0.7692307692307693,39506887,review_manually
Chris Manhertz,C.Manhertz,0.782608695652174,39506889,review_manually
Thomas Fidone II,S.Thompson,0.6363636363636364,39506893,review_manually
Thomas Fidone II,I.Thomas,0.6,39506893,review_manually
Thomas Fidone II,T.Thomas,0.6,39506893,review_manually
Tommy Tremble,T.Tremble,0.7619047619047619,39506757,review_manually
Hunter Long,H.Long,0.625,39506763,review_manually
Johnny Mundt,J.Mundt,0.6666666666666666,39506855,review_manually
Quintin Morris,Q.Morris,0.6666666666666666,39506857,review_manually
Patrick Herbert,K.Herbert,0.6956521739130435,39506861,review_manually
Patrick Herbert,T.Patrick,0.6086956521739131,39506861,review_manually
Patrick Herbert,J.Herbert,0.6086956521739131,39506861,review_manually
Mitchell Evans,K.Mitchell,0.6956521739130435,39506865,review_manually
Mitchell Evans,A.Mitchell,0.6956521739130435,39506865,review_manually
Mitchell Evans,M.Evans,0.6,39506865,review_manually
James Mitchell,A.Mitchell,0.782608695652174,39506869,review_manually
James Mitchell,K.Mitchell,0.6956521739130435,39506869,review_manually
James Mitchell,J.Metchie,0.6363636363636364,39506869,review_manually
Bryce Pierre,J.Pierre,0.631578947368421,39506871,review_manually
Brenden Bates,B.Bates,0.631578947368421,39506833,review_manually
Sal Cannella,A.O'Connell,0.6666666666666666,39506835,review_manually
Drew Sample,D.Sample,0.7777777777777778,39506839,review_manually
Erick All Jr.,E.All,0.6153846153846154,39506841,review_manually
Tanner Hudson,T.Hudson,0.7,39506843,review_manually
Kole Taylor,T.Taylor,0.6666666666666666,39506849,review_manually
Kole Taylor,P.Taylor,0.6666666666666666,39506849,review_manually
Kole Taylor,J.Taylor,0.6666666666666666,39506849,review_manually
William Wagner,M.Williams,0.6086956521739131,39506851,review_manually
William Wagner,J.Williams,0.6086956521739131,39506851,review_manually
William Wagner,K.Williams,0.6086956521739131,39506851,review_manually
Josh Whyle,J.Whyle,0.75,39506813,review_manually
Lucas Krull,L.Krull,0.7058823529411765,39506821,review_manually
Nate Adkins,N.Adkins,0.7777777777777778,39506823,review_manually
Mitchell Fraboni,K.Mitchell,0.64,39506829,review_manually
Mitchell Fraboni,A.Mitchell,0.64,39506829,review_manually
Marshall Lang,T.Marshall,0.7272727272727273,39506801,review_manually
Brayden Willis,B.Willis,0.6666666666666666,39506807,review_manually
Ben Sims,B.Sims,0.7692307692307693,39506779,review_manually
Ben Sims,S.Sims,0.6153846153846154,39506779,review_manually
Brock Wright,B.Wright,0.7368421052631579,39506787,review_manually
Brock Wright,J.Wright,0.631578947368421,39506787,review_manually
Kenny Yeboah,K.Yeboah,0.7368421052631579,39506789,review_manually
Shane Zylstra,S.Zylstra,0.7619047619047619,39506791,review_manually
Zach Horton,T.Thornton,0.6,39506795,review_manually
Davis Allen,D.Allen,0.7058823529411765,39506761,review_manually
Davis Allen,Z.Davidson,0.6,39506761,review_manually
Mark Redman,M.Hardman,0.7368421052631579,39506767,review_manually
Brevin Jordan,B.Jordan,0.7,39506771,review_manually
Jakob Johnson,J.Johnson,0.7619047619047619,39506777,review_manually
Jakob Johnson,B.Johnson,0.7619047619047619,39506777,review_manually
Jakob Johnson,K.Johnson,0.7619047619047619,39506777,review_manually
Texans ,M.Evans,0.6666666666666666,39507009,review_manually
Texans ,D.Evans,0.6666666666666666,39507009,review_manually
Texans ,B.Means,0.6666666666666666,39507009,review_manually
Saints ,J.Akins,0.6666666666666666,39507010,review_manually
Saints ,N.Adkins,0.6153846153846154,39507010,review_manually
Panthers ,C.Patterson,0.6666666666666666,39507011,review_manually
Panthers ,P.Mahomes,0.625,39507011,review_manually
Panthers ,M.Sanders,0.625,39507011,review_manually
Titans ,I.Thomas,0.6153846153846154,39507014,review_manually
Titans ,T.Thomas,0.6153846153846154,39507014,review_manually
Titans ,M.Tipton,0.6153846153846154,39507014,review_manually
