name,dk_name,pos,team,opp,salary,proj_points,match_how,value
B Mayfield,Baker Mayfield,QB,TB,TB,6600,30.79793335835139,last+team,4.666353539144151
R Stevenson,Rhamondre Stevenson,RB,NE,LV,5400,17.545000076492627,last+team,3.249074088239375
C Brown,Chase Brown,RB,CIN,CIN,6600,30.851999572118125,last+team,4.674545389714868
M Evans,Mike Evans,WR,TB,TB,6600,32.00866747458776,last+team,4.849798102210267
J Meyers,Jakobi Meyers,WR,LV,LV,5100,27.5693599716179,last+team,5.405756857179981
T McLaurin,Terry McLaurin,WR,WAS,NYG,6200,28.03508837061458,last+team,4.52178844687332
A Pierce,Alec Pierce,WR,IND,MIA,4400,23.032444506618717,last+team,5.23464647877698
T McBride,Trey McBride,TE,ARI,ARI,6200,21.15455554260148,last+team,3.4120250875163673
Detroit Lions,Lions ,DST,DET,DET,2700,9.403529795165156,dst-team,3.4827888130241313
