lineup,slot,name,pos,team,opp,salary,proj_points
42,QB,Baker Mayfield,QB,TB,ATL,6600,24.384021954276054
42,RB,Alvin Kamara,RB,NO,ARI,6300,20.545504949860987
42,RB,Joe Mixon,RB,HOU,LAR,6200,19.695997088228143
42,WR,Chris Godwin,WR,TB,ATL,5600,21.541841330788394
42,WR,Tee Higgins,WR,CIN,CLE,6400,20.021117380951825
42,WR,Davante Adams,WR,LAR,HOU,6100,18.752099464191648
42,TE,George Kittle,TE,SF,SEA,5800,17.378204033649645
42,FLEX,Chuba Hubbard,RB,CAR,JAX,6000,17.94454260807154
42,DST,Cleveland Browns,DST,CLE,CIN,1000,1.887795248072985
42,TOTAL,,,,,50000,162.15112405809123
43,QB,Sam Darnold,QB,SEA,SF,5300,20.19940915438094
43,RB,Alvin Kamara,RB,NO,ARI,6300,20.545504949860987
43,RB,Joe Mixon,RB,HOU,LAR,6200,19.695997088228143
43,WR,Ja'Marr Chase,WR,CIN,CLE,8100,25.78938063895261
43,WR,Chris Godwin,WR,TB,ATL,5600,21.541841330788394
43,WR,Stefon Diggs,WR,NE,LV,5300,15.983333100351272
43,TE,George Kittle,TE,SF,SEA,5800,17.378204033649645
43,FLEX,Kenneth Walker III,RB,SEA,SF,5900,17.556495807078758
43,DST,New Orleans Saints,DST,NO,ARI,1500,3.460957954800472
43,TOTAL,,,,,50000,162.15112405809123
44,QB,Sam Darnold,QB,SEA,SF,5300,20.19940915438094
44,RB,Jahmyr Gibbs,RB,DET,GB,7700,24.321095446006957
44,RB,Alvin Kamara,RB,NO,ARI,6300,20.545504949860987
44,WR,Chris Godwin,WR,TB,ATL,5600,21.541841330788394
44,WR,Tee Higgins,WR,CIN,CLE,6400,20.021117380951825
44,WR,Jakobi Meyers,WR,LV,NE,5100,15.867967835191259
44,TE,George Kittle,TE,SF,SEA,5800,17.378204033649645
44,FLEX,Kenneth Walker III,RB,SEA,SF,5900,17.556495807078758
44,DST,Jacksonville Jaguars,DST,JAX,CAR,1900,4.719488120182462
44,TOTAL,,,,,50000,162.15112405809123
45,QB,Sam Darnold,QB,SEA,SF,5300,20.19940915438094
45,RB,Jahmyr Gibbs,RB,DET,GB,7700,24.321095446006957
45,RB,Alvin Kamara,RB,NO,ARI,6300,20.545504949860987
45,WR,Chris Godwin,WR,TB,ATL,5600,21.541841330788394
45,WR,Davante Adams,WR,LAR,HOU,6100,18.752099464191648
45,WR,Stefon Diggs,WR,NE,LV,5300,15.983333100351272
45,TE,George Kittle,TE,SF,SEA,5800,17.378204033649645
45,FLEX,Jakobi Meyers,WR,LV,NE,5100,15.867967835191259
45,DST,Los Angeles Rams,DST,LAR,HOU,2800,7.55118099229194
45,TOTAL,,,,,50000,162.14063630671305
46,QB,Sam Darnold,QB,SEA,SF,5300,20.19940915438094
46,RB,Alvin Kamara,RB,NO,ARI,6300,20.545504949860987
46,RB,Chuba Hubbard,RB,CAR,JAX,6000,17.94454260807154
46,WR,Ja'Marr Chase,WR,CIN,CLE,8100,25.78938063895261
46,WR,Chris Godwin,WR,TB,ATL,5600,21.541841330788394
46,WR,Davante Adams,WR,LAR,HOU,6100,18.752099464191648
46,TE,George Kittle,TE,SF,SEA,5800,17.378204033649645
46,FLEX,Jakobi Meyers,WR,LV,NE,5100,15.867967835191259
46,DST,Green Bay Packers,DST,GB,DET,1700,4.090223037491468
46,TOTAL,,,,,50000,162.10917305257846
47,QB,Sam Darnold,QB,SEA,SF,5300,20.19940915438094
47,RB,Alvin Kamara,RB,NO,ARI,6300,20.545504949860987
47,RB,Joe Mixon,RB,HOU,LAR,6200,19.695997088228143
47,WR,Ja'Marr Chase,WR,CIN,CLE,8100,25.78938063895261
47,WR,Chris Godwin,WR,TB,ATL,5600,21.541841330788394
47,WR,Jakobi Meyers,WR,LV,NE,5100,15.867967835191259
47,TE,George Kittle,TE,SF,SEA,5800,17.378204033649645
47,FLEX,Jerry Jeudy,WR,CLE,CIN,5400,15.416994525929377
47,DST,Washington Commanders,DST,WAS,NYG,2200,5.663385744218956
47,TOTAL,,,,,50000,162.0986853012003
48,QB,Baker Mayfield,QB,TB,ATL,6600,24.384021954276054
48,RB,Alvin Kamara,RB,NO,ARI,6300,20.545504949860987
48,RB,Joe Mixon,RB,HOU,LAR,6200,19.695997088228143
48,WR,Chris Godwin,WR,TB,ATL,5600,21.541841330788394
48,WR,Davante Adams,WR,LAR,HOU,6100,18.752099464191648
48,WR,Jakobi Meyers,WR,LV,NE,5100,15.867967835191259
48,TE,George Kittle,TE,SF,SEA,5800,17.378204033649645
48,FLEX,Chuba Hubbard,RB,CAR,JAX,6000,17.94454260807154
48,DST,New York Giants,DST,NYG,WAS,2300,5.978018285564453
48,TOTAL,,,,,50000,162.08819754982213
49,QB,Baker Mayfield,QB,TB,ATL,6600,24.384021954276054
49,RB,Alvin Kamara,RB,NO,ARI,6300,20.545504949860987
49,RB,Joe Mixon,RB,HOU,LAR,6200,19.695997088228143
49,WR,Chris Godwin,WR,TB,ATL,5600,21.541841330788394
49,WR,Tee Higgins,WR,CIN,CLE,6400,20.021117380951825
49,WR,Davante Adams,WR,LAR,HOU,6100,18.752099464191648
49,TE,George Kittle,TE,SF,SEA,5800,17.378204033649645
49,FLEX,Kenneth Walker III,RB,SEA,SF,5900,17.556495807078758
49,DST,New York Jets,DST,NYJ,PIT,1100,2.2024277894184827
49,TOTAL,,,,,50000,162.07770979844395
50,QB,Joe Burrow,QB,CIN,CLE,6900,25.160115556261616
50,RB,Jahmyr Gibbs,RB,DET,GB,7700,24.321095446006957
50,RB,Alvin Kamara,RB,NO,ARI,6300,20.545504949860987
50,WR,Chris Godwin,WR,TB,ATL,5600,21.541841330788394
50,WR,Davante Adams,WR,LAR,HOU,6100,18.752099464191648
50,WR,Stefon Diggs,WR,NE,LV,5300,15.983333100351272
50,TE,George Kittle,TE,SF,SEA,5800,17.378204033649645
50,FLEX,Jakobi Meyers,WR,LV,NE,5100,15.867967835191259
50,DST,Pittsburgh Steelers,DST,PIT,NYJ,1200,2.51706033076398
50,TOTAL,,,,,50000,162.06722204706574
