lineup,slot,name,pos,team,opp,salary,proj_points
42,RB,Alvin Kamara,RB,NO,ARI,6300,19.564313631612322
42,RB,Joe Mixon,RB,HOU,LAR,6200,18.755375701974447
42,WR,Chris Godwin,WR,TB,ATL,5600,20.513067993533287
42,WR,Tee Higgins,WR,CIN,CLE,6400,19.06496923060129
42,WR,Davante Adams,WR,LAR,HOU,6100,17.856555780154586
42,TE,George Kittle,TE,SF,SEA,5800,16.548273449505675
42,FLEX,Chuba Hubbard,RB,CAR,JAX,6000,17.087565402597594
42,DST,Cleveland Browns,DST,CLE,CIN,1000,1.7976398436397234
42,TOTAL,,,,,50000,154.40727568063204
43,QB,Sam Darnold,QB,SEA,SF,5300,19.234746326945043
43,RB,Alvin Kamara,RB,NO,ARI,6300,19.564313631612322
43,RB,Joe Mixon,RB,HOU,LAR,6200,18.755375701974447
43,WR,Ja'Marr Chase,WR,CIN,CLE,8100,24.557757641722667
43,WR,Chris Godwin,WR,TB,ATL,5600,20.513067993533287
43,WR,Stefon Diggs,WR,NE,LV,5300,15.220017342816325
43,TE,George Kittle,TE,SF,SEA,5800,16.548273449505675
43,FLEX,Kenneth Walker III,RB,SEA,SF,5900,16.718050545849426
43,DST,New Orleans Saints,DST,NO,ARI,1500,3.295673046672826
43,TOTAL,,,,,50000,154.407275680632
44,QB,Sam Darnold,QB,SEA,SF,5300,19.234746326945043
44,RB,Jahmyr Gibbs,RB,DET,GB,7700,23.159593318891773
44,RB,Alvin Kamara,RB,NO,ARI,6300,19.564313631612322
44,WR,Chris Godwin,WR,TB,ATL,5600,20.513067993533287
44,WR,Tee Higgins,WR,CIN,CLE,6400,19.06496923060129
44,WR,Jakobi Meyers,WR,LV,NE,5100,15.110161574593898
44,TE,George Kittle,TE,SF,SEA,5800,16.548273449505675
44,FLEX,Kenneth Walker III,RB,SEA,SF,5900,16.718050545849426
44,DST,Jacksonville Jaguars,DST,JAX,CAR,1900,4.494099609099308
44,TOTAL,,,,,50000,154.40727568063198
45,QB,Sam Darnold,QB,SEA,SF,5300,19.234746326945043
45,RB,Jahmyr Gibbs,RB,DET,GB,7700,23.159593318891773
45,RB,Alvin Kamara,RB,NO,ARI,6300,19.564313631612322
45,WR,Chris Godwin,WR,TB,ATL,5600,20.513067993533287
45,WR,Davante Adams,WR,LAR,HOU,6100,17.856555780154586
45,WR,Stefon Diggs,WR,NE,LV,5300,15.220017342816325
45,TE,George Kittle,TE,SF,SEA,5800,16.548273449505675
45,FLEX,Jakobi Meyers,WR,LV,NE,5100,15.110161574593898
45,DST,Los Angeles Rams,DST,LAR,HOU,2800,7.190559374558894
45,TOTAL,,,,,50000,154.39728879261182
46,QB,Sam Darnold,QB,SEA,SF,5300,19.234746326945043
46,RB,Alvin Kamara,RB,NO,ARI,6300,19.564313631612322
46,RB,Chuba Hubbard,RB,CAR,JAX,6000,17.087565402597594
46,WR,Ja'Marr Chase,WR,CIN,CLE,8100,24.557757641722667
46,WR,Chris Godwin,WR,TB,ATL,5600,20.513067993533287
46,WR,Davante Adams,WR,LAR,HOU,6100,17.856555780154586
46,TE,George Kittle,TE,SF,SEA,5800,16.548273449505675
46,FLEX,Jakobi Meyers,WR,LV,NE,5100,15.110161574593898
46,DST,Green Bay Packers,DST,GB,DET,1700,3.8948863278860673
46,TOTAL,,,,,50000,154.36732812855115
47,QB,Sam Darnold,QB,SEA,SF,5300,19.234746326945043
47,RB,Alvin Kamara,RB,NO,ARI,6300,19.564313631612322
47,RB,Joe Mixon,RB,HOU,LAR,6200,18.755375701974447
47,WR,Ja'Marr Chase,WR,CIN,CLE,8100,24.557757641722667
47,WR,Chris Godwin,WR,TB,ATL,5600,20.513067993533287
47,WR,Jakobi Meyers,WR,LV,NE,5100,15.110161574593898
47,TE,George Kittle,TE,SF,SEA,5800,16.548273449505675
47,FLEX,Jerry Jeudy,WR,CLE,CIN,5400,14.680725389724406
47,DST,Washington Commanders,DST,WAS,NYG,2200,5.392919530919171
47,TOTAL,,,,,50000,154.3573412405309
48,QB,Baker Mayfield,QB,TB,ATL,6600,23.219514647013092
48,RB,Alvin Kamara,RB,NO,ARI,6300,19.564313631612322
48,RB,Joe Mixon,RB,HOU,LAR,6200,18.755375701974447
48,WR,Chris Godwin,WR,TB,ATL,5600,20.513067993533287
48,WR,Davante Adams,WR,LAR,HOU,6100,17.856555780154586
48,WR,Jakobi Meyers,WR,LV,NE,5100,15.110161574593898
48,TE,George Kittle,TE,SF,SEA,5800,16.548273449505675
48,FLEX,Chuba Hubbard,RB,CAR,JAX,6000,17.087565402597594
48,DST,New York Giants,DST,NYG,WAS,2300,5.692526171525791
48,TOTAL,,,,,50000,154.3473543525107
49,QB,Baker Mayfield,QB,TB,ATL,6600,23.219514647013092
49,RB,Alvin Kamara,RB,NO,ARI,6300,19.564313631612322
49,RB,Joe Mixon,RB,HOU,LAR,6200,18.755375701974447
49,WR,Chris Godwin,WR,TB,ATL,5600,20.513067993533287
49,WR,Tee Higgins,WR,CIN,CLE,6400,19.06496923060129
49,WR,Davante Adams,WR,LAR,HOU,6100,17.856555780154586
49,TE,George Kittle,TE,SF,SEA,5800,16.548273449505675
49,FLEX,Kenneth Walker III,RB,SEA,SF,5900,16.718050545849426
49,DST,New York Jets,DST,NYJ,PIT,1100,2.097246484246344
49,TOTAL,,,,,50000,154.33736746449046
50,QB,Joe Burrow,QB,CIN,CLE,6900,23.958544360509425
50,RB,Jahmyr Gibbs,RB,DET,GB,7700,23.159593318891773
50,RB,Alvin Kamara,RB,NO,ARI,6300,19.564313631612322
50,WR,Chris Godwin,WR,TB,ATL,5600,20.513067993533287
50,WR,Davante Adams,WR,LAR,HOU,6100,17.856555780154586
50,WR,Stefon Diggs,WR,NE,LV,5300,15.220017342816325
50,TE,George Kittle,TE,SF,SEA,5800,16.548273449505675
50,FLEX,Jakobi Meyers,WR,LV,NE,5100,15.110161574593898
50,DST,Pittsburgh Steelers,DST,PIT,NYJ,1200,2.3968531248529645
50,TOTAL,,,,,50000,154.32738057647026
